OVD_t1,	OVD_t2,	OVD_sum,	pay_normal,	prod_code,	prod_limit,	update_date,	new_balance,	highest_balance,	report_date
0,	0,	0,	1,	10,	88000.0,	15/03/2013,	0.0,	16175.0,	23/07/2014
0,	0,	0,	33,	10,	135300.0,	13/03/2013,	30998.4,	43210.0,	30/10/2015
0,	0,	0,	32,	10,	41250.0,	08/03/2013,	30558.0,	38598.0,	13/03/2016
0,	0,	0,	31,	10,	14300.0,	08/03/2013,	0.0,	11089.0,	02/02/2016
0,	0,	0,	33,	10,	148500.0,	07/03/2013,	8599.2,	64844.0,	03/06/2016
2,	1,	120,	27,	10,	97900.0,	07/03/2013,	27024.0,	88237.0,	21/03/2016
0,	0,	0,	27,	10,	271040.0,	06/03/2013,	159966.0,	209114.0,	12/08/2015
0,	0,	0,	31,	10,	40700.0,	06/03/2013,	8631.6,	16204.0,	28/11/2015
1,	0,	19,	35,	10,	33000.0,	06/03/2013,	13930.8,	30652.0,	05/07/2016
0,	0,	0,	33,	10,	11000.0,	06/03/2013,	210.0,	10500.0,	13/02/2016
0,	0,	0,	32,	10,	130900.0,	04/03/2013,	0.0,	28775.0,	12/06/2015
0,	0,	0,	4,	10,	192500.0,	27/02/2013,	4048.8,	23696.0,	21/01/2016
6,	3,	331,	11,	10,	35200.0,	27/02/2013,	0.0,	38260.0,	11/07/2014
3,	0,	60,	24,	10,	33000.0,	27/02/2013,	56.4,	30500.0,	31/08/2014
0,	0,	0,	33,	10,	468600.0,	26/02/2013,	-8.4,	64028.0,	18/03/2015
0,	0,	0,	13,	10,	74800.0,	26/02/2013,	-2.4,	53056.0,	12/05/2014
2,	0,	31,	33,	10,	46200.0,	25/02/2013,	4771.2,	42225.0,	23/12/2015
0,	0,	0,	36,	10,	30800.0,	24/02/2013,	109.2,	30358.0,	27/02/2016
0,	0,	0,	32,	10,	27500.0,	24/02/2013,	0.0,	22300.0,	22/03/2015
0,	0,	0,	34,	10,	27500.0,	22/02/2013,	34479.6,	128298.0,	05/08/2016
0,	0,	0,	36,	10,	55000.0,	18/02/2013,	102772.8,	231788.0,	17/04/2016
0,	0,	0,	34,	10,	71500.0,	14/02/2013,	12408.0,	49450.0,	15/05/2016
1,	0,	1,	34,	10,	55000.0,	13/02/2013,	60564.0,	50970.0,	04/10/2016
0,	0,	0,	25,	10,	18700.0,	12/02/2013,	21108.0,	79000.0,	14/11/2015
0,	0,	0,	24,	10,	58300.0,	11/02/2013,	19146.0,	44047.0,	10/11/2015
0,	0,	0,	17,	10,	38500.0,	11/02/2013,	0.0,	1623.0,	27/07/2015
1,	0,	1,	26,	10,	45100.0,	09/02/2013,	-1.2,	62677.0,	21/10/2015
0,	0,	0,	29,	10,	74800.0,	08/02/2013,	18936.0,	56938.0,	25/11/2015
0,	0,	0,	33,	10,	107250.0,	07/02/2013,	12618.0,	96168.0,	21/03/2016
0,	0,	0,	1,	10,	107250.0,	07/02/2013,	4869.6,	96168.0,	31/07/2015
0,	0,	0,	36,	10,	60500.0,	03/02/2013,	35835.6,	30363.0,	24/02/2016
3,	0,	45,	32,	10,	99000.0,	30/01/2013,	95560.8,	80134.0,	16/12/2015
0,	0,	0,	35,	10,	99000.0,	30/01/2013,	99253.2,	90326.0,	25/12/2015
0,	0,	0,	33,	10,	91300.0,	30/01/2013,	8944.8,	41840.0,	27/11/2015
0,	0,	0,	36,	10,	74052.0,	30/01/2013,	-724.8,	47616.0,	17/05/2016
0,	0,	0,	36,	10,	48400.0,	30/01/2013,	12694.8,	19804.0,	03/08/2016
1,	2,	180,	30,	10,	143000.0,	28/01/2013,	-61.2,	22593.0,	30/01/2014
0,	0,	0,	13,	10,	113300.0,	28/01/2013,	20058.0,	24623.0,	23/11/2015
1,	0,	28,	35,	10,	33000.0,	28/01/2013,	9956.4,	22591.0,	04/02/2016
0,	0,	0,	1,	10,	27500.0,	28/01/2013,	-1.2,	24623.0,	01/04/2014
0,	0,	0,	36,	10,	60500.0,	27/01/2013,	1002.0,	16981.0,	29/02/2016
0,	0,	0,	1,	10,	60500.0,	27/01/2013,	0.0,	16981.0,	27/07/2015
1,	0,	15,	34,	10,	11550.0,	27/01/2013,	-13.2,	64115.0,	25/05/2015
1,	0,	15,	35,	10,	26950.0,	26/01/2013,	0.0,	31174.0,	02/02/2016
0,	0,	0,	4,	10,	165000.0,	25/01/2013,	549418.8,	893678.0,	29/12/2015
0,	0,	0,	35,	10,	16500.0,	25/01/2013,	-4.8,	16668.0,	06/04/2014
3,	0,	65,	33,	10,	66000.0,	21/01/2013,	26733.6,	62916.0,	04/01/2016
0,	0,	0,	35,	10,	171600.0,	20/01/2013,	40192.8,	136404.0,	26/12/2015
0,	0,	0,	10,	10,	70400.0,	20/01/2013,	8574.0,	42915.0,	18/12/2015
0,	0,	0,	35,	10,	19800.0,	20/01/2013,	0.0,	20874.0,	27/02/2016
2,	2,	181,	31,	10,	17600.0,	20/01/2013,	-57.6,	24222.0,	04/08/2014
0,	0,	0,	36,	10,	70950.0,	18/01/2013,	16380.0,	23577.0,	05/07/2016
0,	0,	0,	35,	10,	42900.0,	16/01/2013,	0.0,	25467.0,	07/06/2015
0,	0,	0,	16,	10,	44000.0,	15/01/2013,	6253.2,	155070.0,	19/02/2016
0,	0,	0,	36,	10,	111100.0,	14/01/2013,	32298.0,	60423.0,	17/05/2016
2,	0,	30,	30,	10,	143000.0,	13/01/2013,	15274.8,	130500.0,	09/09/2015
2,	0,	30,	30,	10,	143000.0,	13/01/2013,	15274.8,	130500.0,	09/09/2015
0,	0,	0,	4,	10,	74800.0,	12/01/2013,	-3.6,	57491.0,	04/11/2016
0,	0,	0,	29,	10,	128700.0,	11/01/2013,	99146.4,	93550.0,	04/07/2016
0,	0,	0,	23,	10,	82500.0,	10/01/2013,	1.2,	23872.0,	28/09/2015
0,	0,	0,	5,	10,	93500.0,	09/01/2013,	93535.2,	93262.0,	24/03/2016
0,	0,	0,	29,	10,	57200.0,	09/01/2013,	15720.0,	55218.0,	23/01/2016
3,	0,	33,	28,	10,	128700.0,	04/01/2013,	29341.2,	89825.0,	10/04/2015
5,	3,	177,	22,	10,	30800.0,	04/01/2013,	33542.4,	34328.0,	27/09/2015
0,	0,	0,	28,	10,	11000.0,	04/01/2013,	0.0,	8915.0,	26/06/2015
0,	0,	0,	35,	10,	58300.0,	03/01/2013,	26463.6,	59398.0,	21/03/2016
0,	0,	0,	35,	10,	57200.0,	02/01/2013,	2552.4,	45609.0,	23/12/2015
0,	0,	0,	5,	10,	38500.0,	02/01/2013,	38190.0,	36483.0,	12/06/2015
8,	1,	210,	27,	10,	56100.0,	01/01/2013,	51638.4,	57092.0,	13/01/2016
3,	0,	60,	31,	10,	226600.0,	30/12/2012,	146596.8,	122664.0,	26/09/2015
1,	2,	180,	33,	10,	27500.0,	29/12/2012,	-156.0,	27426.0,	29/12/2013
0,	0,	0,	23,	10,	68200.0,	23/12/2012,	0.0,	49617.0,	11/12/2014
0,	0,	0,	5,	10,	108900.0,	19/12/2012,	76508.4,	91255.0,	01/09/2016
0,	0,	0,	36,	10,	48400.0,	16/12/2012,	12478.8,	38200.0,	19/09/2015
0,	0,	0,	36,	10,	47300.0,	16/12/2012,	13626.0,	29362.0,	20/11/2015
0,	0,	0,	17,	10,	134200.0,	14/12/2012,	92806.8,	120529.0,	31/03/2016
0,	0,	0,	10,	10,	199100.0,	11/12/2012,	216960.0,	226916.0,	22/03/2016
0,	0,	0,	31,	10,	97900.0,	11/12/2012,	0.0,	78629.0,	20/08/2015
0,	0,	0,	2,	10,	97900.0,	11/12/2012,	65938.8,	80431.0,	16/09/2015
1,	0,	1,	11,	10,	66000.0,	11/12/2012,	0.0,	55090.0,	26/10/2014
0,	0,	0,	1,	10,	77000.0,	10/12/2012,	0.0,	98290.0,	18/05/2013
0,	0,	0,	36,	10,	165000.0,	08/12/2012,	5115.6,	24472.0,	10/09/2015
4,	4,	390,	10,	10,	165000.0,	27/11/2012,	898.8,	149198.0,	01/10/2016
0,	0,	0,	36,	10,	155100.0,	23/11/2012,	304407.6,	311531.0,	27/02/2016
3,	2,	453,	28,	10,	33000.0,	16/11/2012,	0.0,	42845.0,	26/04/2014
0,	0,	0,	36,	10,	55000.0,	13/11/2012,	38415.6,	50013.0,	14/12/2015
0,	0,	0,	36,	10,	22000.0,	13/11/2012,	61480.8,	51734.0,	22/05/2016
0,	0,	0,	36,	10,	29700.0,	06/11/2012,	29035.2,	30626.0,	12/04/2015
1,	0,	1,	35,	10,	66000.0,	04/11/2012,	49111.2,	75296.0,	15/03/2016
0,	0,	0,	29,	10,	55000.0,	31/10/2012,	39870.0,	46506.0,	26/02/2016
0,	0,	0,	1,	10,	55000.0,	31/10/2012,	22.8,	46506.0,	29/03/2015
0,	0,	0,	36,	10,	135300.0,	30/10/2012,	145390.8,	124108.0,	03/08/2016
0,	0,	0,	36,	10,	66000.0,	30/10/2012,	-2.4,	21958.0,	14/03/2014
0,	0,	0,	36,	10,	58740.0,	30/10/2012,	3788.4,	52916.0,	13/12/2015
0,	0,	0,	36,	10,	50875.0,	30/10/2012,	-1.2,	26500.0,	11/04/2015
0,	0,	0,	3,	10,	33000.0,	30/10/2012,	-84.0,	92780.0,	07/08/2015
0,	0,	0,	36,	10,	24200.0,	30/10/2012,	1345.2,	20041.0,	12/06/2015
0,	0,	0,	7,	10,	22000.0,	30/10/2012,	0.0,	17629.0,	13/05/2013
0,	0,	0,	36,	10,	19800.0,	30/10/2012,	12385.2,	19744.0,	23/01/2016
4,	1,	135,	31,	10,	15400.0,	30/10/2012,	20704.8,	19321.0,	10/05/2015
0,	0,	0,	35,	10,	15400.0,	30/10/2012,	8088.0,	15062.0,	27/11/2015
7,	0,	105,	29,	10,	13200.0,	30/10/2012,	-1279.2,	14572.0,	30/09/2015
0,	0,	600,	1,	10,	11000.0,	30/10/2012,	0.0,	27751.0,	14/03/2014
0,	0,	0,	36,	10,	11000.0,	30/10/2012,	-6.0,	9405.0,	10/02/2015
0,	0,	0,	36,	10,	11000.0,	30/10/2012,	0.0,	8768.0,	22/05/2015
0,	0,	0,	6,	10,	11000.0,	30/10/2012,	-25.2,	3640.0,	19/01/2016
0,	0,	0,	36,	10,	11000.0,	30/10/2012,	-19.2,	11634.0,	15/02/2016
0,	0,	0,	33,	10,	11000.0,	30/10/2012,	0.0,	10500.0,	07/07/2011
0,	0,	0,	23,	10,	116600.0,	28/10/2012,	0.0,	3122.0,	27/11/2013
2,	2,	181,	32,	10,	61600.0,	28/10/2012,	0.0,	44896.0,	02/11/2014
0,	0,	0,	36,	10,	145200.0,	21/10/2012,	19100.4,	57139.0,	15/04/2016
1,	0,	1,	28,	10,	275000.0,	20/10/2012,	0.0,	136068.0,	31/03/2014
0,	0,	0,	32,	10,	179960.0,	20/10/2012,	89050.8,	199601.0,	24/01/2016
0,	0,	0,	32,	10,	99000.0,	19/10/2012,	238.8,	93410.0,	20/09/2015
1,	0,	1,	35,	22,	275000.0,	14/10/2012,	0.0,	52286.0,	19/04/2015
0,	0,	0,	8,	10,	79200.0,	12/10/2012,	4089.6,	73156.0,	19/12/2015
1,	0,	1,	35,	10,	79200.0,	11/10/2012,	-601.2,	71230.0,	23/06/2015
5,	3,	272,	28,	10,	74800.0,	08/10/2012,	33291.6,	61343.0,	15/04/2016
1,	0,	1,	7,	10,	38500.0,	08/10/2012,	28.8,	98859.0,	03/10/2016
0,	0,	0,	36,	10,	267300.0,	07/10/2012,	13784.4,	55958.0,	02/10/2016
0,	0,	0,	35,	10,	47300.0,	07/10/2012,	32.4,	26151.0,	21/01/2016
1,	0,	1,	35,	10,	88000.0,	28/09/2012,	440.4,	68062.0,	19/01/2016
0,	0,	0,	15,	10,	114400.0,	26/09/2012,	327854.4,	544862.0,	20/10/2015
0,	0,	0,	32,	10,	185350.0,	23/09/2012,	95764.8,	104830.0,	23/11/2015
0,	0,	0,	34,	10,	410300.0,	20/09/2012,	11510.4,	12214.0,	20/09/2015
0,	0,	0,	36,	10,	189200.0,	14/09/2012,	0.0,	42778.0,	26/05/2015
1,	0,	1,	17,	10,	57200.0,	14/09/2012,	-13.2,	19292.0,	12/04/2013
0,	0,	0,	36,	10,	79200.0,	11/09/2012,	61560.0,	63880.0,	27/02/2016
0,	0,	0,	36,	10,	41800.0,	11/09/2012,	0.0,	32393.0,	17/10/2015
0,	0,	0,	36,	10,	126500.0,	09/09/2012,	3830.4,	27584.0,	23/10/2015
0,	0,	0,	30,	10,	52800.0,	07/09/2012,	0.0,	48500.0,	02/11/2015
0,	0,	0,	36,	10,	198000.0,	31/08/2012,	28830.0,	153937.0,	25/12/2015
0,	0,	0,	19,	10,	122100.0,	30/08/2012,	-74.4,	50440.0,	04/04/2014
0,	0,	0,	14,	10,	122100.0,	30/08/2012,	18465.6,	50967.0,	24/08/2015
0,	0,	0,	36,	10,	22000.0,	29/08/2012,	3315.6,	19808.0,	27/11/2015
0,	0,	0,	35,	10,	50050.0,	23/08/2012,	-1.2,	20376.0,	23/09/2015
0,	0,	0,	15,	10,	15400.0,	21/08/2012,	0.0,	7375.0,	25/09/2013
0,	0,	0,	26,	10,	26400.0,	16/08/2012,	0.0,	24472.0,	19/01/2015
0,	0,	0,	31,	10,	66660.0,	15/08/2012,	59618.4,	86235.0,	21/08/2015
0,	0,	0,	36,	10,	41800.0,	08/08/2012,	45381.6,	41927.0,	24/11/2015
0,	0,	0,	32,	10,	38500.0,	08/08/2012,	28146.0,	31881.0,	23/03/2016
0,	0,	0,	36,	10,	82500.0,	30/07/2012,	-7.2,	33416.0,	02/05/2016
0,	0,	0,	35,	10,	64900.0,	30/07/2012,	8758.8,	31585.0,	23/10/2015
1,	0,	1,	28,	10,	213400.0,	28/07/2012,	0.0,	134164.0,	23/04/2015
0,	0,	0,	28,	10,	148500.0,	28/07/2012,	137497.2,	115081.0,	12/05/2015
0,	0,	0,	4,	10,	33000.0,	28/07/2012,	17496.0,	49843.0,	21/10/2015
1,	0,	30,	26,	10,	49500.0,	27/07/2012,	-530.4,	48672.0,	22/09/2014
0,	0,	0,	36,	10,	11550.0,	25/07/2012,	14802.0,	50384.0,	15/11/2015
4,	1,	151,	30,	10,	15400.0,	23/07/2012,	15600.0,	18303.0,	17/10/2015
0,	0,	0,	32,	10,	52250.0,	18/07/2012,	10148.4,	41122.0,	13/02/2016
0,	0,	0,	31,	10,	13200.0,	18/07/2012,	7135.2,	45782.0,	28/09/2015
1,	0,	1,	35,	10,	100100.0,	15/07/2012,	1714.8,	60265.0,	21/09/2015
0,	0,	0,	20,	10,	55000.0,	13/07/2012,	0.0,	189458.0,	21/09/2014
0,	0,	0,	35,	10,	17600.0,	13/07/2012,	17031.6,	18132.0,	05/11/2016
1,	0,	1,	35,	10,	123750.0,	08/07/2012,	9606.0,	55752.0,	18/12/2015
0,	0,	0,	1,	10,	66000.0,	05/07/2012,	0.0,	70089.0,	03/05/2014
2,	0,	11,	30,	10,	330000.0,	03/07/2012,	3481.2,	98269.0,	18/05/2016
0,	0,	0,	36,	10,	11000.0,	02/07/2012,	8070.0,	52099.0,	26/12/2015
0,	0,	0,	8,	10,	55000.0,	30/06/2012,	135902.4,	156366.0,	15/03/2016
0,	0,	0,	36,	10,	176550.0,	29/06/2012,	2820.0,	64875.0,	24/01/2016
0,	0,	0,	36,	10,	47300.0,	27/06/2012,	23779.2,	37216.0,	11/06/2015
0,	0,	0,	36,	10,	141900.0,	20/06/2012,	91309.2,	76591.0,	28/12/2015
0,	0,	0,	35,	10,	190300.0,	17/06/2012,	-120.0,	79450.0,	15/10/2013
1,	0,	30,	34,	10,	11000.0,	16/06/2012,	6069.6,	14010.0,	20/12/2015
0,	0,	0,	36,	10,	51700.0,	11/06/2012,	-428.4,	47942.0,	04/08/2015
1,	0,	30,	34,	10,	214500.0,	10/06/2012,	5133.6,	168354.0,	02/05/2016
0,	0,	0,	2,	10,	214500.0,	10/06/2012,	95928.0,	98901.0,	09/01/2015
0,	0,	0,	32,	10,	24200.0,	08/06/2012,	7938.0,	24416.0,	21/02/2016
2,	1,	105,	33,	10,	23100.0,	04/06/2012,	0.0,	3541.0,	05/03/2015
0,	0,	0,	33,	10,	22000.0,	04/06/2012,	18196.8,	22023.0,	01/08/2016
1,	0,	25,	35,	10,	34100.0,	01/06/2012,	136.8,	20326.0,	15/02/2015
3,	0,	45,	33,	10,	62150.0,	28/05/2012,	558.0,	85123.0,	20/02/2016
2,	0,	45,	34,	10,	99000.0,	23/05/2012,	2398.8,	81342.0,	26/08/2015
3,	0,	37,	33,	10,	19800.0,	18/05/2012,	2262.0,	19638.0,	26/03/2016
0,	0,	0,	22,	10,	66000.0,	16/05/2012,	0.0,	60140.0,	23/07/2014
0,	0,	0,	34,	10,	214500.0,	15/05/2012,	-4.8,	49038.0,	17/10/2014
0,	0,	0,	36,	10,	121000.0,	12/05/2012,	7974.0,	50758.0,	25/04/2016
2,	2,	195,	2,	10,	38500.0,	12/05/2012,	0.0,	7891.0,	22/07/2014
0,	0,	0,	5,	10,	82500.0,	08/05/2012,	-74.4,	4345.0,	17/11/2012
0,	0,	0,	36,	10,	58300.0,	08/05/2012,	11377.2,	48909.0,	24/10/2015
0,	0,	0,	36,	10,	99000.0,	06/05/2012,	9644.4,	33047.0,	15/02/2016
0,	0,	0,	35,	10,	35200.0,	05/05/2012,	39811.2,	34824.0,	16/05/2016
0,	0,	0,	36,	10,	71500.0,	03/05/2012,	25546.8,	49804.0,	16/04/2016
0,	0,	0,	36,	10,	115500.0,	17/04/2012,	91258.8,	104786.0,	20/02/2016
0,	0,	0,	36,	10,	305800.0,	11/04/2012,	13250.4,	45218.0,	23/11/2015
0,	0,	0,	36,	10,	216150.0,	05/04/2012,	184118.4,	153932.0,	25/09/2015
1,	0,	30,	34,	10,	330000.0,	03/04/2012,	-1360.8,	39791.0,	17/03/2013
0,	0,	0,	36,	10,	148500.0,	03/04/2012,	6900.0,	75662.0,	13/12/2015
1,	1,	70,	34,	10,	47300.0,	28/03/2012,	0.0,	45519.0,	21/09/2015
0,	0,	0,	13,	10,	26400.0,	27/03/2012,	0.0,	24472.0,	04/02/2013
0,	0,	0,	18,	10,	112200.0,	26/03/2012,	3184.8,	25888.0,	13/05/2016
0,	0,	0,	32,	10,	38500.0,	26/03/2012,	0.0,	25888.0,	10/06/2014
1,	0,	6,	10,	10,	176000.0,	24/03/2012,	-1.2,	62937.0,	02/12/2013
0,	0,	0,	23,	10,	171600.0,	23/03/2012,	2700.0,	70650.0,	25/09/2015
0,	0,	0,	36,	10,	55000.0,	23/03/2012,	54066.0,	50507.0,	24/04/2016
0,	0,	0,	7,	10,	59400.0,	16/03/2012,	0.0,	35938.0,	10/12/2015
0,	0,	0,	7,	10,	11000.0,	15/03/2012,	-1398.0,	12708.0,	16/10/2015
0,	0,	0,	35,	10,	155100.0,	11/03/2012,	18481.2,	128316.0,	18/01/2016
0,	0,	0,	36,	10,	127600.0,	07/03/2012,	0.0,	1347.0,	26/07/2013
0,	0,	0,	14,	10,	67100.0,	06/03/2012,	0.0,	11428.0,	19/02/2013
0,	0,	0,	36,	10,	195800.0,	03/03/2012,	71263.2,	99449.0,	18/05/2016
0,	0,	0,	36,	10,	132000.0,	01/03/2012,	12144.0,	60173.0,	20/12/2015
0,	0,	0,	3,	10,	222750.0,	28/02/2012,	24501.6,	99014.0,	28/09/2015
0,	0,	0,	36,	10,	222750.0,	28/02/2012,	31652.4,	99014.0,	27/12/2015
1,	0,	1,	35,	10,	68200.0,	25/02/2012,	15694.8,	14537.0,	26/03/2016
0,	0,	0,	18,	10,	198000.0,	24/02/2012,	8208.0,	19292.0,	28/02/2016
0,	0,	0,	35,	10,	66000.0,	18/02/2012,	42585.6,	70213.0,	26/12/2015
0,	0,	0,	35,	10,	66000.0,	18/02/2012,	42585.6,	70213.0,	26/12/2015
2,	0,	30,	34,	10,	458700.0,	12/02/2012,	123520.8,	363100.0,	24/11/2015
0,	0,	0,	1,	10,	14300.0,	12/02/2012,	17556.0,	16076.0,	14/07/2015
0,	0,	0,	36,	10,	14300.0,	12/02/2012,	12546.0,	16076.0,	20/05/2016
0,	1,	88,	35,	10,	22000.0,	11/02/2012,	130.8,	6487.0,	16/12/2014
2,	0,	30,	34,	10,	58300.0,	10/02/2012,	25428.0,	44954.0,	10/09/2015
1,	0,	20,	34,	10,	102300.0,	06/02/2012,	17310.0,	32541.0,	24/01/2016
0,	0,	0,	16,	10,	88000.0,	20/01/2012,	-2336.4,	57215.0,	21/05/2015
0,	0,	0,	31,	10,	41800.0,	20/01/2012,	0.0,	54106.0,	20/07/2014
0,	0,	0,	8,	10,	51700.0,	17/01/2012,	139546.8,	165391.0,	21/03/2016
0,	0,	0,	4,	10,	330000.0,	12/01/2012,	23088.0,	59181.0,	23/10/2015
0,	0,	0,	32,	10,	292600.0,	10/01/2012,	621.6,	105154.0,	28/03/2016
0,	0,	0,	36,	10,	58300.0,	10/01/2012,	13867.2,	19884.0,	30/08/2015
0,	0,	0,	36,	10,	46200.0,	10/01/2012,	44461.2,	41558.0,	12/05/2015
0,	0,	0,	36,	10,	45100.0,	09/01/2012,	47421.6,	46594.0,	18/03/2016
0,	0,	0,	35,	10,	33000.0,	08/01/2012,	25465.2,	60861.0,	21/11/2015
0,	0,	0,	36,	10,	178200.0,	30/12/2011,	0.0,	109173.0,	19/01/2015
3,	0,	32,	33,	10,	115500.0,	25/12/2011,	151268.4,	196263.0,	19/09/2015
0,	0,	0,	36,	10,	77000.0,	24/12/2011,	23072.4,	51600.0,	22/12/2015
0,	0,	0,	5,	10,	66000.0,	18/12/2011,	17248.8,	63249.0,	28/11/2015
0,	0,	0,	21,	10,	22000.0,	16/12/2011,	0.0,	20263.0,	23/09/2014
0,	0,	0,	36,	10,	82500.0,	15/12/2011,	-44.4,	69707.0,	15/03/2016
0,	0,	0,	4,	10,	42900.0,	04/12/2011,	46656.0,	42564.0,	11/01/2015
0,	0,	0,	35,	10,	257400.0,	22/11/2011,	108109.2,	110499.0,	15/11/2015
0,	0,	0,	36,	10,	73700.0,	21/11/2011,	45688.8,	66782.0,	22/09/2015
0,	0,	0,	36,	10,	87450.0,	15/11/2011,	3589.2,	78933.0,	27/02/2016
0,	0,	0,	36,	10,	38500.0,	15/11/2011,	2112.0,	31342.0,	14/02/2016
0,	0,	0,	35,	10,	110000.0,	01/11/2011,	0.0,	32641.0,	03/01/2014
0,	0,	0,	4,	10,	38500.0,	26/10/2011,	36945.6,	34566.0,	26/10/2015
0,	0,	0,	6,	10,	62700.0,	18/10/2011,	-1.2,	35367.0,	27/12/2015
5,	4,	244,	23,	10,	12100.0,	09/10/2011,	0.0,	11451.0,	12/06/2014
0,	0,	0,	36,	10,	89100.0,	04/10/2011,	61200.0,	81485.0,	29/11/2015
0,	0,	0,	16,	10,	165000.0,	23/09/2011,	0.0,	18467.0,	14/07/2012
0,	0,	0,	36,	10,	42900.0,	14/09/2011,	744.0,	15897.0,	19/05/2016
1,	0,	30,	35,	10,	44000.0,	11/09/2011,	0.0,	45206.0,	12/04/2015
0,	0,	0,	7,	10,	22000.0,	07/09/2011,	0.0,	23052.0,	01/09/2012
0,	0,	0,	36,	10,	165000.0,	04/09/2011,	35935.2,	142956.0,	19/02/2016
0,	0,	0,	32,	10,	40700.0,	04/09/2011,	44127.6,	39826.0,	25/04/2016
0,	0,	0,	4,	10,	29700.0,	28/08/2011,	6458.4,	56122.0,	16/10/2015
1,	0,	1,	35,	10,	94600.0,	23/08/2011,	5330.4,	16358.0,	29/04/2016
0,	0,	0,	33,	10,	78100.0,	19/08/2011,	23788.8,	27916.0,	12/07/2015
1,	2,	450,	31,	10,	22000.0,	19/08/2011,	0.0,	24579.0,	31/05/2014
2,	0,	30,	34,	10,	91300.0,	16/08/2011,	0.0,	85639.0,	25/11/2014
0,	0,	0,	36,	10,	163350.0,	04/08/2011,	19945.2,	142030.0,	27/02/2016
0,	0,	0,	1,	10,	84700.0,	26/07/2011,	0.0,	19204.0,	01/03/2012
2,	0,	30,	34,	10,	16500.0,	26/07/2011,	21543.6,	21021.0,	16/08/2015
0,	0,	0,	35,	10,	110000.0,	24/07/2011,	11239.2,	100444.0,	25/10/2015
0,	0,	0,	36,	10,	22000.0,	20/07/2011,	-4872.0,	1555.0,	23/01/2012
0,	0,	0,	31,	10,	103400.0,	18/07/2011,	0.0,	81754.0,	21/05/2014
0,	0,	0,	13,	10,	217800.0,	06/07/2011,	0.0,	51041.0,	28/05/2012
0,	0,	0,	16,	10,	22000.0,	06/07/2011,	0.0,	15265.0,	09/04/2012
0,	0,	0,	36,	10,	17050.0,	28/06/2011,	5497.2,	134734.0,	10/12/2015
0,	0,	0,	8,	10,	33000.0,	27/06/2011,	0.0,	30025.0,	25/08/2013
0,	0,	0,	36,	10,	22000.0,	24/06/2011,	5308.8,	69175.0,	14/12/2015
0,	0,	0,	2,	10,	99935.0,	20/06/2011,	85546.8,	152798.0,	22/02/2016
0,	0,	0,	36,	10,	70400.0,	07/06/2011,	559.2,	29263.0,	16/10/2015
0,	0,	0,	30,	10,	61600.0,	16/05/2011,	0.0,	54281.0,	11/10/2013
0,	0,	0,	5,	10,	17600.0,	09/05/2011,	-396.0,	15809.0,	10/11/2011
0,	0,	0,	36,	10,	33880.0,	26/04/2011,	7860.0,	63971.0,	27/11/2015
0,	0,	0,	5,	10,	79200.0,	15/04/2011,	-308.4,	61249.0,	12/06/2011
0,	0,	0,	7,	10,	19800.0,	17/03/2011,	0.0,	11574.0,	27/08/2011
0,	0,	0,	36,	10,	48400.0,	15/03/2011,	511.2,	52372.0,	07/12/2015
0,	0,	0,	36,	10,	244200.0,	12/03/2011,	236642.4,	849705.0,	28/02/2016
4,	0,	4,	30,	10,	99000.0,	09/03/2011,	29311.2,	65308.0,	23/03/2016
0,	0,	0,	36,	10,	56100.0,	26/02/2011,	54942.0,	46816.0,	06/04/2016
14,	7,	1230,	12,	10,	22000.0,	29/01/2011,	0.0,	30857.0,	23/12/2014
0,	0,	0,	34,	10,	16500.0,	25/01/2011,	0.0,	1010.0,	23/02/2013
0,	0,	0,	36,	10,	60500.0,	10/01/2011,	0.0,	50493.0,	17/11/2014
0,	0,	0,	36,	10,	37400.0,	10/01/2011,	-24.0,	18055.0,	11/03/2013
0,	0,	0,	36,	10,	75350.0,	28/12/2010,	51195.6,	84776.0,	28/03/2016
0,	0,	0,	36,	10,	9900.0,	11/12/2010,	-231.6,	10822.0,	26/07/2011
0,	0,	0,	3,	10,	198000.0,	10/12/2010,	1320.0,	510328.0,	18/09/2015
0,	0,	0,	36,	10,	198000.0,	10/12/2010,	11235.6,	510328.0,	15/04/2016
6,	0,	105,	30,	10,	84150.0,	09/11/2010,	57222.0,	97925.0,	12/12/2015
0,	0,	0,	26,	10,	68750.0,	05/11/2010,	0.0,	30014.0,	08/04/2012
6,	1,	165,	28,	10,	165000.0,	27/10/2010,	57908.4,	150500.0,	09/02/2015
0,	0,	0,	23,	10,	25300.0,	16/10/2010,	0.0,	19294.0,	15/09/2012
0,	0,	0,	1,	10,	212850.0,	12/10/2010,	0.0,	53244.0,	14/10/2013
0,	0,	0,	36,	10,	22000.0,	03/10/2010,	0.0,	22311.0,	30/10/2015
0,	0,	0,	36,	10,	266200.0,	27/09/2010,	41158.8,	244158.0,	05/10/2016
0,	0,	0,	7,	10,	14300.0,	27/09/2010,	-1.2,	1991.0,	19/12/2010
0,	0,	0,	34,	10,	269500.0,	16/09/2010,	33205.2,	127816.0,	17/01/2016
0,	0,	0,	36,	10,	37400.0,	07/09/2010,	1.2,	23101.0,	01/01/2012
0,	0,	0,	31,	10,	41800.0,	23/08/2010,	0.0,	61158.0,	08/05/2013
